,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Time,Latitude,Longitude,Attenuation,Preamp 1,Preamp 2,DNC Preamp,Carrier No/Index,Center Frequency (MHz),Technology (5G NR LTE FDD LTE TDD),Bandwidth,SSB SCS,SSB Center Frequency (MHZ),L,Cyclic Prefix,No,PCI,Group,Sector,SSB Index,DM-RS,PBCH,S-SS RSRP / RSRP (dBm),S-SS RSRQ / RSRQ (dB),P-SS SNR / P-SS SNR (dB),S-SS SINR / RS SINR (dB),P-SS RSRP / P-SS RSRP (dBm),S-SS RSSI / S-SS RSSI (dBm),/ S-SS RSRP (dBm),/ S-SS Ec/Io (dB),Time Error (us),PBCH DM-RS RSRP (dBm) /,PBCH DM-RS EVM (%) /,VIAVI Solutions;ONA-800;WMTK0002920146;2.210.0003r<Mode>; NSA Signal Analyzer / NSA Route Map
8897,8897,8897,8897,"Friday, June 16, 2023",04:44:59.663 PM CEST,48.1172968,-1.6362653,0,On,Off,Off,1|1518,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-80.40,-10.21,34.23,12.39,-80.36,-59.36,--,--,815.71,-80.81,13.39,
8898,8898,8898,8898,"Friday, June 16, 2023",04:44:59.663 PM CEST,48.1172968,-1.6362653,0,On,Off,Off,1|1518,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,1,1,--,-89.99,-10.20,27.45,14.35,-89.92,-68.96,--,--,529.78,-90.50,27.22,
8899,8899,8899,8899,"Friday, June 16, 2023",04:44:59.663 PM CEST,48.1172968,-1.6362653,0,On,Off,Off,1|1518,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-92.36,-10.55,25.02,9.71,-92.48,-71.32,--,--,315.71,-92.51,27.04,
8900,8900,8900,8900,"Friday, June 16, 2023",04:44:59.663 PM CEST,48.1172968,-1.6362653,0,On,Off,Off,1|1518,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,3,3,--,-93.48,-10.48,23.53,7.42,-93.55,-72.45,--,--,1029.78,-93.29,46.99,
8901,8901,8901,8901,"Friday, June 16, 2023",04:45:00.662 PM CEST,48.1173263,-1.6362112,0,On,Off,Off,1|1519,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-82.63,-10.57,18.26,10.11,-82.70,-61.60,--,--,816.12,-82.62,21.85,
8902,8902,8902,8902,"Friday, June 16, 2023",04:45:00.662 PM CEST,48.1173263,-1.6362112,0,On,Off,Off,1|1519,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,0,0,--,-92.98,-11.35,8.44,8.34,-93.44,-71.94,--,--,316.12,-92.15,40.97,
8903,8903,8903,8903,"Friday, June 16, 2023",04:45:00.662 PM CEST,48.1173263,-1.6362112,0,On,Off,Off,1|1519,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,1,1,--,-93.78,-12.08,10.52,9.15,-94.07,-72.74,--,--,530.18,-92.15,31.77,
8904,8904,8904,8904,"Friday, June 16, 2023",04:45:00.662 PM CEST,48.1173263,-1.6362112,0,On,Off,Off,1|1519,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,3,3,--,-96.61,-12.53,8.88,4.49,-97.27,-75.58,--,--,1030.18,-95.34,109.57,
8905,8905,8905,8905,"Friday, June 16, 2023",04:45:01.662 PM CEST,48.1173488,-1.6361538,0,On,Off,Off,1|1520,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-93.11,-14.06,26.47,3.38,-92.96,-72.07,--,--,816.29,-89.39,33.56,
8906,8906,8906,8906,"Friday, June 16, 2023",04:45:01.662 PM CEST,48.1173488,-1.6361538,0,On,Off,Off,1|1520,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,1,1,--,-99.33,-13.06,22.21,6.70,-99.38,-78.29,--,--,530.35,-97.25,183.09,
8907,8907,8907,8907,"Friday, June 16, 2023",04:45:01.662 PM CEST,48.1173488,-1.6361538,0,On,Off,Off,1|1520,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-101.39,-14.42,21.03,3.40,-100.77,-80.35,--,--,316.29,-97.71,999.99,
8908,8908,8908,8908,"Friday, June 16, 2023",04:45:01.662 PM CEST,48.1173488,-1.6361538,0,On,Off,Off,1|1520,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,3,3,--,-103.62,-20.63,22.87,4.75,-104.11,-82.58,--,--,1030.35,-92.97,50.18,
8909,8909,8909,8909,"Friday, June 16, 2023",04:45:02.661 PM CEST,48.117367,-1.6360895,0,On,Off,Off,1|1521,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-88.70,-11.03,29.62,8.36,-88.80,-67.66,--,--,816.60,-88.45,120.27,
8910,8910,8910,8910,"Friday, June 16, 2023",04:45:02.661 PM CEST,48.117367,-1.6360895,0,On,Off,Off,1|1521,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,0,0,--,-97.95,-11.71,21.74,5.60,-97.63,-76.91,--,--,316.60,-97.07,76.49,
8911,8911,8911,8911,"Friday, June 16, 2023",04:45:02.661 PM CEST,48.117367,-1.6360895,0,On,Off,Off,1|1521,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-102.46,-19.68,23.62,5.13,-102.49,-81.42,--,--,1030.66,-92.92,121.83,
8912,8912,8912,8912,"Friday, June 16, 2023",04:45:02.661 PM CEST,48.117367,-1.6360895,0,On,Off,Off,1|1521,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-105.10,-15.97,17.81,4.23,-104.82,-84.06,--,--,530.66,-99.54,117.15,
8913,8913,8913,8913,"Friday, June 16, 2023",04:45:03.663 PM CEST,48.1173817,-1.6360298,0,On,Off,Off,1|1522,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-76.86,-10.30,35.20,13.66,-76.98,-55.82,--,--,816.92,-77.15,12.14,
8914,8914,8914,8914,"Friday, June 16, 2023",04:45:03.663 PM CEST,48.1173817,-1.6360298,0,On,Off,Off,1|1522,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,0,0,--,-86.68,-10.43,28.87,14.26,-86.63,-65.64,--,--,316.92,-86.73,15.80,
8915,8915,8915,8915,"Friday, June 16, 2023",04:45:03.663 PM CEST,48.1173817,-1.6360298,0,On,Off,Off,1|1522,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-87.05,-10.93,30.18,9.58,-87.06,-66.01,--,--,1030.98,-86.71,30.31,
8916,8916,8916,8916,"Friday, June 16, 2023",04:45:03.663 PM CEST,48.1173817,-1.6360298,0,On,Off,Off,1|1522,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-92.57,-10.70,25.58,8.28,-92.67,-71.53,--,--,530.98,-92.28,28.87,
8917,8917,8917,8917,"Friday, June 16, 2023",04:45:04.662 PM CEST,48.1173957,-1.6359755,0,On,Off,Off,1|1523,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-79.55,-10.05,34.16,16.54,-79.55,-58.51,--,--,817.12,-80.20,14.27,
8918,8918,8918,8918,"Friday, June 16, 2023",04:45:04.662 PM CEST,48.1173957,-1.6359755,0,On,Off,Off,1|1523,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,0,0,--,-88.76,-10.11,29.45,14.23,-88.84,-67.72,--,--,317.12,-89.33,20.96,
8919,8919,8919,8919,"Friday, June 16, 2023",04:45:04.662 PM CEST,48.1173957,-1.6359755,0,On,Off,Off,1|1523,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-88.86,-10.18,27.62,10.67,-88.58,-67.82,--,--,1031.18,-89.15,41.85,
8920,8920,8920,8920,"Friday, June 16, 2023",04:45:04.662 PM CEST,48.1173957,-1.6359755,0,On,Off,Off,1|1523,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-96.89,-11.44,21.73,8.15,-97.08,-75.85,--,--,531.18,-96.13,59.37,
8921,8921,8921,8921,"Friday, June 16, 2023",04:45:04.662 PM CEST,48.1173957,-1.6359755,0,On,Off,Off,1|1523,3530.01,5G NR,80,30.0,3529.92,8,--,4,458,152,2,4,4,--,-115.47,-12.50,4.13,5.79,-115.90,-94.43,--,--,145.73,-113.80,127.94,
8922,8922,8922,8922,"Friday, June 16, 2023",04:45:04.662 PM CEST,48.1173957,-1.6359755,0,On,Off,Off,1|1523,3530.01,5G NR,80,30.0,3529.92,8,--,5,458,152,2,5,5,--,-123.71,-18.20,0.51,3.05,-123.74,-102.67,--,--,359.79,-115.97,463.60,
8923,8923,8923,8923,"Friday, June 16, 2023",04:45:05.662 PM CEST,48.117419,-1.6359133,0,On,Off,Off,1|1524,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-79.07,-10.83,34.29,14.89,-79.04,-58.04,--,--,817.44,-78.58,12.29,
8924,8924,8924,8924,"Friday, June 16, 2023",04:45:05.662 PM CEST,48.117419,-1.6359133,0,On,Off,Off,1|1524,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,0,0,--,-88.73,-10.42,26.85,13.78,-88.70,-67.69,--,--,317.44,-88.79,28.18,
8925,8925,8925,8925,"Friday, June 16, 2023",04:45:05.662 PM CEST,48.117419,-1.6359133,0,On,Off,Off,1|1524,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-89.32,-11.14,28.87,9.82,-89.08,-68.29,--,--,1031.50,-88.61,56.77,
8926,8926,8926,8926,"Friday, June 16, 2023",04:45:05.662 PM CEST,48.117419,-1.6359133,0,On,Off,Off,1|1524,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-94.57,-12.20,24.31,6.36,-94.75,-73.53,--,--,531.50,-92.36,47.41,
8927,8927,8927,8927,"Friday, June 16, 2023",04:45:06.663 PM CEST,48.1174397,-1.6358472,0,On,Off,Off,1|1525,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-79.07,-10.83,34.29,14.89,-79.04,-58.04,--,--,817.44,-78.58,12.29,
8928,8928,8928,8928,"Friday, June 16, 2023",04:45:06.663 PM CEST,48.1174397,-1.6358472,0,On,Off,Off,1|1525,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,0,0,--,-88.73,-10.42,26.85,13.78,-88.70,-67.69,--,--,317.44,-88.79,28.18,
8929,8929,8929,8929,"Friday, June 16, 2023",04:45:06.663 PM CEST,48.1174397,-1.6358472,0,On,Off,Off,1|1525,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-89.32,-11.14,28.87,9.82,-89.08,-68.29,--,--,1031.50,-88.61,56.77,
8930,8930,8930,8930,"Friday, June 16, 2023",04:45:06.663 PM CEST,48.1174397,-1.6358472,0,On,Off,Off,1|1525,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-94.57,-12.20,24.31,6.36,-94.75,-73.53,--,--,531.50,-92.36,47.41,
8931,8931,8931,8931,"Friday, June 16, 2023",04:45:07.668 PM CEST,48.1174612,-1.6357753,0,On,Off,Off,1|1526,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-82.93,-10.36,32.18,12.94,-82.93,-61.90,--,--,817.68,-83.25,23.30,
8932,8932,8932,8932,"Friday, June 16, 2023",04:45:07.668 PM CEST,48.1174612,-1.6357753,0,On,Off,Off,1|1526,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-89.73,-11.52,28.68,5.21,-89.77,-68.69,--,--,1031.75,-88.92,75.03,
8933,8933,8933,8933,"Friday, June 16, 2023",04:45:07.668 PM CEST,48.1174612,-1.6357753,0,On,Off,Off,1|1526,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-94.75,-11.14,23.69,6.79,-94.69,-73.72,--,--,317.68,-94.30,53.67,
8934,8934,8934,8934,"Friday, June 16, 2023",04:45:07.668 PM CEST,48.1174612,-1.6357753,0,On,Off,Off,1|1526,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,1,1,--,-105.56,-15.91,17.89,5.39,-105.74,-84.52,--,--,745.14,-100.34,299.74,
8935,8935,8935,8935,"Friday, June 16, 2023",04:45:07.668 PM CEST,48.1174612,-1.6357753,0,On,Off,Off,1|1526,3530.01,5G NR,80,30.0,3529.92,8,--,4,458,152,2,4,4,--,-116.98,-14.17,1.23,3.51,-117.55,-95.95,--,--,146.19,-113.44,136.92,
8936,8936,8936,8936,"Friday, June 16, 2023",04:45:07.668 PM CEST,48.1174612,-1.6357753,0,On,Off,Off,1|1526,3530.01,5G NR,80,30.0,3529.92,8,--,5,458,152,2,5,5,--,-125.39,-21.71,-0.45,2.73,-127.28,-104.35,--,--,360.25,-113.86,118.70,
8937,8937,8937,8937,"Friday, June 16, 2023",04:45:08.662 PM CEST,48.1174818,-1.6357018,0,On,Off,Off,1|1527,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-82.93,-10.36,32.18,12.94,-82.93,-61.90,--,--,817.68,-83.25,23.30,
8938,8938,8938,8938,"Friday, June 16, 2023",04:45:08.662 PM CEST,48.1174818,-1.6357018,0,On,Off,Off,1|1527,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-89.73,-11.52,28.68,5.21,-89.77,-68.69,--,--,1031.75,-88.92,75.03,
8939,8939,8939,8939,"Friday, June 16, 2023",04:45:08.662 PM CEST,48.1174818,-1.6357018,0,On,Off,Off,1|1527,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-94.75,-11.14,23.69,6.79,-94.69,-73.72,--,--,317.68,-94.30,53.67,
8940,8940,8940,8940,"Friday, June 16, 2023",04:45:08.662 PM CEST,48.1174818,-1.6357018,0,On,Off,Off,1|1527,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,1,1,--,-105.56,-15.91,17.89,5.39,-105.74,-84.52,--,--,745.14,-100.34,299.74,
8941,8941,8941,8941,"Friday, June 16, 2023",04:45:08.662 PM CEST,48.1174818,-1.6357018,0,On,Off,Off,1|1527,3530.01,5G NR,80,30.0,3529.92,8,--,4,458,152,2,4,4,--,-116.98,-14.17,1.23,3.51,-117.55,-95.95,--,--,146.19,-113.44,136.92,
8942,8942,8942,8942,"Friday, June 16, 2023",04:45:08.662 PM CEST,48.1174818,-1.6357018,0,On,Off,Off,1|1527,3530.01,5G NR,80,30.0,3529.92,8,--,5,458,152,2,5,5,--,-125.39,-21.71,-0.45,2.73,-127.28,-104.35,--,--,360.25,-113.86,118.70,
8943,8943,8943,8943,"Friday, June 16, 2023",04:45:09.662 PM CEST,48.117499,-1.6356288,0,Off,Off,Off,1|1528,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-79.31,-9.80,36.36,14.68,-79.28,-58.28,--,--,818.59,-80.17,18.11,
8944,8944,8944,8944,"Friday, June 16, 2023",04:45:09.662 PM CEST,48.117499,-1.6356288,0,Off,Off,Off,1|1528,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-85.74,-10.54,32.36,5.78,-85.68,-64.70,--,--,1032.65,-85.81,44.05,
8945,8945,8945,8945,"Friday, June 16, 2023",04:45:09.662 PM CEST,48.117499,-1.6356288,0,Off,Off,Off,1|1528,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-89.45,-9.91,27.59,10.00,-89.53,-68.41,--,--,318.59,-90.42,60.38,
8946,8946,8946,8946,"Friday, June 16, 2023",04:45:09.662 PM CEST,48.117499,-1.6356288,0,Off,Off,Off,1|1528,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-93.37,-10.44,25.32,6.76,-93.27,-72.33,--,--,532.65,-93.73,118.06,
8947,8947,8947,8947,"Friday, June 16, 2023",04:45:09.662 PM CEST,48.117499,-1.6356288,0,Off,Off,Off,1|1528,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,3,3,--,-97.67,-17.95,26.10,5.52,-96.88,-76.64,--,--,1245.96,-90.59,105.37,
8948,8948,8948,8948,"Friday, June 16, 2023",04:45:09.662 PM CEST,48.117499,-1.6356288,0,Off,Off,Off,1|1528,3530.01,5G NR,80,30.0,3529.92,8,--,5,81,27,0,1,1,--,-100.63,-15.70,20.94,6.53,-100.19,-79.60,--,--,745.96,-95.20,95.81,
8949,8949,8949,8949,"Friday, June 16, 2023",04:45:10.678 PM CEST,48.1175108,-1.6355567,0,On,Off,Off,1|1529,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-75.78,-10.46,35.46,19.14,-75.73,-54.74,--,--,819.29,-75.81,13.68,
8950,8950,8950,8950,"Friday, June 16, 2023",04:45:10.678 PM CEST,48.1175108,-1.6355567,0,On,Off,Off,1|1529,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-81.55,-10.93,32.82,14.35,-81.50,-60.51,--,--,1033.35,-81.11,22.37,
8951,8951,8951,8951,"Friday, June 16, 2023",04:45:10.678 PM CEST,48.1175108,-1.6355567,0,On,Off,Off,1|1529,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-86.26,-10.57,28.83,14.66,-86.21,-65.22,--,--,319.29,-86.16,18.44,
8952,8952,8952,8952,"Friday, June 16, 2023",04:45:10.678 PM CEST,48.1175108,-1.6355567,0,On,Off,Off,1|1529,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-88.48,-10.51,29.04,13.20,-88.47,-67.45,--,--,533.35,-88.63,37.22,
8953,8953,8953,8953,"Friday, June 16, 2023",04:45:11.663 PM CEST,48.1175333,-1.6354863,0,Off,Off,Off,1|1530,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-75.94,-10.36,37.08,15.00,-75.89,-54.91,--,--,819.50,-76.09,12.31,
8954,8954,8954,8954,"Friday, June 16, 2023",04:45:11.663 PM CEST,48.1175333,-1.6354863,0,Off,Off,Off,1|1530,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-79.96,-10.40,34.90,11.64,-79.91,-58.92,--,--,1033.56,-80.12,24.17,
8955,8955,8955,8955,"Friday, June 16, 2023",04:45:11.663 PM CEST,48.1175333,-1.6354863,0,Off,Off,Off,1|1530,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-86.99,-10.17,30.47,11.95,-86.80,-65.95,--,--,319.50,-87.48,30.97,
8956,8956,8956,8956,"Friday, June 16, 2023",04:45:11.663 PM CEST,48.1175333,-1.6354863,0,Off,Off,Off,1|1530,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-88.13,-10.48,29.66,10.99,-88.06,-67.09,--,--,533.56,-88.48,36.11,
8957,8957,8957,8957,"Friday, June 16, 2023",04:45:12.662 PM CEST,48.117551,-1.6354042,0,On,Off,Off,1|1531,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-74.66,-10.07,25.44,16.51,-74.63,-53.62,--,--,819.73,-75.15,13.68,
8958,8958,8958,8958,"Friday, June 16, 2023",04:45:12.662 PM CEST,48.117551,-1.6354042,0,On,Off,Off,1|1531,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-81.45,-10.49,19.12,12.96,-81.29,-60.41,--,--,1033.80,-81.40,24.99,
8959,8959,8959,8959,"Friday, June 16, 2023",04:45:12.662 PM CEST,48.117551,-1.6354042,0,On,Off,Off,1|1531,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-83.54,-10.27,17.27,13.74,-83.63,-62.50,--,--,319.73,-83.99,27.40,
8960,8960,8960,8960,"Friday, June 16, 2023",04:45:12.662 PM CEST,48.117551,-1.6354042,0,On,Off,Off,1|1531,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-84.10,-9.98,16.44,13.66,-84.24,-63.06,--,--,533.80,-84.77,31.34,
8961,8961,8961,8961,"Friday, June 16, 2023",04:45:13.662 PM CEST,48.1175713,-1.6353207,0,On,Off,Off,1|1532,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-75.64,-10.28,35.66,17.63,-75.71,-54.60,--,--,820.16,-76.03,14.30,
8962,8962,8962,8962,"Friday, June 16, 2023",04:45:13.662 PM CEST,48.1175713,-1.6353207,0,On,Off,Off,1|1532,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-80.05,-10.48,31.96,11.38,-80.35,-59.01,--,--,1034.22,-80.26,41.35,
8963,8963,8963,8963,"Friday, June 16, 2023",04:45:13.662 PM CEST,48.1175713,-1.6353207,0,On,Off,Off,1|1532,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-86.22,-10.47,30.92,14.70,-86.27,-65.19,--,--,320.16,-86.39,26.91,
8964,8964,8964,8964,"Friday, June 16, 2023",04:45:13.662 PM CEST,48.1175713,-1.6353207,0,On,Off,Off,1|1532,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-86.26,-10.75,29.19,12.79,-86.51,-65.22,--,--,534.22,-85.73,39.50,
8965,8965,8965,8965,"Friday, June 16, 2023",04:45:14.665 PM CEST,48.1175938,-1.6352383,0,On,Off,Off,1|1533,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-81.14,-10.24,35.45,9.88,-81.17,-60.11,--,--,820.39,-81.68,14.59,
8966,8966,8966,8966,"Friday, June 16, 2023",04:45:14.665 PM CEST,48.1175938,-1.6352383,0,On,Off,Off,1|1533,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,0,0,--,-90.03,-9.84,27.05,14.24,-90.11,-69.00,--,--,320.39,-91.01,29.39,
8967,8967,8967,8967,"Friday, June 16, 2023",04:45:14.665 PM CEST,48.1175938,-1.6352383,0,On,Off,Off,1|1533,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,1,1,--,-90.09,-10.13,27.59,9.16,-90.09,-69.05,--,--,534.45,-90.58,36.36,
8968,8968,8968,8968,"Friday, June 16, 2023",04:45:14.665 PM CEST,48.1175938,-1.6352383,0,On,Off,Off,1|1533,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,3,3,--,-92.17,-13.13,25.56,6.10,-92.12,-71.13,--,--,1034.45,-89.58,53.68,
8969,8969,8969,8969,"Friday, June 16, 2023",04:45:14.665 PM CEST,48.1175938,-1.6352383,0,On,Off,Off,1|1533,3530.01,5G NR,80,30.0,3529.92,8,--,4,153,51,0,3,3,--,-93.21,-17.37,5.88,4.18,-94.56,-72.18,--,--,1035.70,-86.79,283.28,
8970,8970,8970,8970,"Friday, June 16, 2023",04:45:15.662 PM CEST,48.1176325,-1.6350808,0,On,Off,Off,1|1534,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-87.63,-11.13,30.69,7.02,-87.60,-66.60,--,--,820.69,-86.96,44.03,
8971,8971,8971,8971,"Friday, June 16, 2023",04:45:15.662 PM CEST,48.1176325,-1.6350808,0,On,Off,Off,1|1534,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-89.64,-12.54,26.80,4.30,-88.99,-68.61,--,--,1034.76,-87.25,105.66,
8972,8972,8972,8972,"Friday, June 16, 2023",04:45:15.662 PM CEST,48.1176325,-1.6350808,0,On,Off,Off,1|1534,3530.01,5G NR,80,30.0,3529.92,8,--,2,153,51,0,3,3,--,-90.89,-12.76,9.25,5.66,-91.57,-69.85,--,--,1035.99,-88.93,206.31,
8973,8973,8973,8973,"Friday, June 16, 2023",04:45:15.662 PM CEST,48.1176325,-1.6350808,0,On,Off,Off,1|1534,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-96.23,-12.47,22.87,4.68,-96.20,-75.19,--,--,534.76,-93.99,167.28,
8974,8974,8974,8974,"Friday, June 16, 2023",04:45:15.662 PM CEST,48.1176325,-1.6350808,0,On,Off,Off,1|1534,3530.01,5G NR,80,30.0,3529.92,8,--,4,82,27,1,0,0,--,-99.03,-12.67,19.82,4.90,-99.59,-77.99,--,--,320.69,-96.87,101.68,
8975,8975,8975,8975,"Friday, June 16, 2023",04:45:15.662 PM CEST,48.1176325,-1.6350808,0,On,Off,Off,1|1534,3530.01,5G NR,80,30.0,3529.92,8,--,5,153,51,0,1,1,--,-101.85,-17.69,7.45,3.88,-101.46,-80.81,--,--,535.99,-95.21,116.96,
8976,8976,8976,8976,"Friday, June 16, 2023",04:45:16.661 PM CEST,48.1176498,-1.635013,0,On,Off,Off,1|1535,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-87.63,-11.13,30.69,7.02,-87.60,-66.60,--,--,820.69,-86.96,44.03,
8977,8977,8977,8977,"Friday, June 16, 2023",04:45:16.661 PM CEST,48.1176498,-1.635013,0,On,Off,Off,1|1535,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-89.64,-12.54,26.80,4.30,-88.99,-68.61,--,--,1034.76,-87.25,105.66,
8978,8978,8978,8978,"Friday, June 16, 2023",04:45:16.661 PM CEST,48.1176498,-1.635013,0,On,Off,Off,1|1535,3530.01,5G NR,80,30.0,3529.92,8,--,2,153,51,0,3,3,--,-90.89,-12.76,9.25,5.66,-91.57,-69.85,--,--,1035.99,-88.93,206.31,
8979,8979,8979,8979,"Friday, June 16, 2023",04:45:16.661 PM CEST,48.1176498,-1.635013,0,On,Off,Off,1|1535,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-96.23,-12.47,22.87,4.68,-96.20,-75.19,--,--,534.76,-93.99,167.28,
8980,8980,8980,8980,"Friday, June 16, 2023",04:45:16.661 PM CEST,48.1176498,-1.635013,0,On,Off,Off,1|1535,3530.01,5G NR,80,30.0,3529.92,8,--,4,82,27,1,0,0,--,-99.03,-12.67,19.82,4.90,-99.59,-77.99,--,--,320.69,-96.87,101.68,
8981,8981,8981,8981,"Friday, June 16, 2023",04:45:16.661 PM CEST,48.1176498,-1.635013,0,On,Off,Off,1|1535,3530.01,5G NR,80,30.0,3529.92,8,--,5,153,51,0,1,1,--,-101.85,-17.69,7.45,3.88,-101.46,-80.81,--,--,535.99,-95.21,116.96,
8982,8982,8982,8982,"Friday, June 16, 2023",04:45:17.661 PM CEST,48.1176643,-1.6349358,0,Off,Off,Off,1|1536,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,3,3,--,-92.65,-12.63,25.54,5.75,-92.38,-71.62,--,--,1035.09,-90.75,146.21,
8983,8983,8983,8983,"Friday, June 16, 2023",04:45:17.661 PM CEST,48.1176643,-1.6349358,0,Off,Off,Off,1|1536,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,2,2,--,-94.88,-17.62,27.02,3.75,-94.18,-73.84,--,--,821.03,-87.47,39.26,
8984,8984,8984,8984,"Friday, June 16, 2023",04:45:17.661 PM CEST,48.1176643,-1.6349358,0,Off,Off,Off,1|1536,3530.01,5G NR,80,30.0,3529.92,8,--,2,153,51,0,3,3,--,-94.96,-13.55,11.60,3.80,-95.87,-73.92,--,--,1036.27,-92.10,146.34,
8985,8985,8985,8985,"Friday, June 16, 2023",04:45:17.661 PM CEST,48.1176643,-1.6349358,0,Off,Off,Off,1|1536,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-97.45,-13.22,23.02,6.01,-97.56,-76.41,--,--,535.09,-95.06,147.05,
